Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,D2D Price,VTS Friend Price,Currency,Quantity,Buy Now Activate?,Buy Now Shipping,Ships Within (days),Make an Offer?,Auto-Accept Offers above,Auto-Reject Offers below,Weight,"Weight Units (1 = 'Lbs', 2= 'Kg')",Height,Width,Depth,Sale %,Bulk Shipping Eligible,Available as Parts?,In Stock,Item ID,Item ID Type (SKU/EAC/JAN/MPN/MMN),Your Item ID,Your Item ID 2,Alt. Address,Youtube URL,Video URL,Listing ID (Leave Blank to Add),Delete,Auto-Renew,Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19,Image 20,Image 21,Image 22,Image 23,Image 24,Image 25
MRI Scanner,INTERA,PHILIPS,PHILIPS,452211790751 picu3 kb,452211790751,PICU3,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2457427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-Ray Tube,,GE,GE,,MRC200CT 9890 00064561,Sep-06,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,BIG BORE,PHILIPS,PHILIPS,453567058061 foot switch,453567058061,FOOT SWITCH,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2988629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SCHIMADZU ANGIO,SCHIMADZU ANGIO,,501-69696 501-69697 DELAY,501-69696 501-69697 DELAY,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PHILIPS,PHILIPS,,452210704901 647210 452210174982,452210704901 647210 452210174982,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,EMOTION,SIEMENS,SIEMENS,3810798 rotation drive motor,3810798,3810798 ROTATION DRIVE MOTOR,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1943986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,APERTO,HITACHI,HITACHI,dc gear motor ss40e4-1-u2mr-48 52 rpm,SS40E4-1-U2MR-48 ,DC GEAR MOTOR SS40E4-1-U2MR-48 52 RPM,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3584456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,2150207-3,2121398 F,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,8455958 D31  8455958 D31,8455958 D31  8455958 D31,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,174226 PQ2000 JANUS PROCESSOR,174226 PQ2000 JANUS PROCESSOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,ANGIOSTAR,SIEMENS,SIEMENS,8395113 megalix cooling unit,8395113 MEGALIX COOLING UNIT,8395113 MEGALIX COOLING UNIT,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1880628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,PROFILE HD,GE,GE,2294300-17 rev 4 mgd system chassis,2294300-17, MGD SYSTEM CHASSIS,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2872231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,EMOTION 16/6,SIEMENS,SIEMENS,4796285 D1 SLIO,4796285,4796285 D1 SLIO,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1943956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,CONTOUR,GE,GE,hk-15a-5/a hk15a-5,HK-15A-5/A HK15A-5,HK-15A-5/A HK15A-5,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1733783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,ARTIS,SIEMENS,SIEMENS,5246843 5246843 5246850 dma add-in card,5246843 5246843 5246850,DMA ADD-IN CARD,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2681225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammo Unit,MAMMOMAT 3000,SIEMENS,SIEMENS,6316272 D707,6316272,D707,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1570379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammo Unit,,GE,GE,,Kodak 1120 AS3208-213A DSP CONTROL,36004634 C2799343,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,PX74-03651 OR YWA1879*B    PX74-03651 OR YWA1879*B,PX74-03651 OR YWA1879*B    PX74-03651 OR YWA1879*B,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Lightspeed RT,GE,GE,2333609 saf 530002282 850 mb reciever antenna,2333609 SAF,2333609 SAF 530002282 850 Mb,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3609656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,10-39440 REV 1  ANALOGIC,10-39440 REV 1  ANALOGIC,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,8971293 d43 map-64,8971293 d43 map-64,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,1709310 D132  1709310 D132,1709310 D132  1709310 D132,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,MRP7000,HITACHI,HITACHI,MR CAM,MR CAM,MR CAM,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2732504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,PROTEUS,GE,GE,5337898-rohs1 5337899 pedestal if bd,5337898-ROHS1 5337899,PEDESTAL IF BD,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3584363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,ST32155N 9C4013-027,ST32155N 9C4013-027,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,PLUS 4 UFC Detector 1649552,6264936 cable,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,4522 108 2203 DHCUN,4522 108 1576 DFB,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,2114561-2 Keyboard,46-232240 HVT INTERFASE LUA II PART,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SCHIMADZU ANGIO,SCHIMADZU ANGIO,,501-71658 501-71659 8P CONT,501-71658 501-71659 8P CONT,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,TOSHIBA,TOSHIBA,,*2190016,Gossen Konstanter Model KN283N24BU8UL,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry Camera,,KODAK 8700,KODAK 8700,,78-8094-5100-4,3M Assy MIB 78-8094-5102-0,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE ADVANTX LFX,GE ADVANTX LFX,,36004072C 36004072 C 36004072C BOARD,36004072C 36004072 C 36004072C BOARD,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,PHANTOM,SIEMENS,SIEMENS,"qct torsor phantom, round and rectangle",QCT TORSOR PHANTOM,QCT TORSOR PHANTOM,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2889734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,D 802 MAMMOMAT 3000 6167667 MOTOR CONTROL BOARD,D 802 MAMMOMAT 3000 6167667 MOTOR CONTROL BOARD,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,46-296812G1 STC ASSY,46-186462G1 AZIMUTH,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,,GE,GE,,174226 JANUS PROCESSOR,9C4001-006 SEAGATE HD,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,174881,177465,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,9351180 93 51 180 G127E D237,9351180 93 51 180 G127E D237,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIP POLY,PHILIP POLY,,"452210474952, WDT27 452210805551 452210474952, WDT27","452210474952, WDT27 452210805551 452210474952, WDT27",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,ACUSON,ACUSON,,74008988 45444  PROB NEEDLE GUIDE L7,74008988 45444  PROB NEEDLE GUIDE L7,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,TOSHIBA,TOSHIBA,,(80A)PX73-06016 YWR239*B (80A)PX73-06016 I0-RD,(80A)PX73-06016 YWR239*B (80A)PX73-06016 I0-RD,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1528999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,P9054WG  P9054WG,P9054WG  P9054WG,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,6111087 g103e d80  6111087 g103e d80,6111087 g103e d80  6111087 g103e d80,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,AQUILION,TOSHIBA,TOSHIBA,CAP200P2 2A,CAP200P2 2A,CAP200P2 2A,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2681322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,8584401 D50,8584401 D50,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1437392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS PLUS 10,SIEMENS PLUS 10,,1124440 d90  1124440 d90 attached,1124440 d90  1124440 d90 attached,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,178366 404542-003,D6430/M POWER SUPPLY,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry Camera,,CAMERA,CAMERA,,613339502 OR 613341  613339 OR 613341,613339502 OR 613341  613339 OR 613341,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,CATHLAB,SIEMENS,SIEMENS,collimator 4951455 sn 1466 mfd 2009,4951455,COLLIMATOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1803436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,INTERA,PHILIPS,PHILIPS,45221174780 ncint,45221174780 NCINT,NCINT,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,4481041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,N070-1295-T014/04,#452210812751,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Mammo Unit,2000D,GE,GE,2114067 REV C,2114067 REV C,2114067 REV C,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2255203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,1674006 D2,46-321384G4 GENERIC CPU,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,P9151YN PS DISTR  P9151YN PS DISTR,P9151YN PS DISTR  P9151YN PS DISTR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"9749805X2002, D13  9749805X2002, D13","9749805X2002, D13  9749805X2002, D13",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,MRP7000,HITACHI,HITACHI,mrp7000 console hard drive dk315c-11,DK315C-11,HARD DRIVE,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1536908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,SOME MEASURING GAUGE IN NMs,SOME MEASURING GAUGE IN NMs,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,BRILLIANCE,PHILIPS,PHILIPS,q phase motor attached with encoder by quantom devices,Q PHASE,Q PHASE MOTOR ,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3748301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,4522 108 1565 DHCU,4522 108 2202 SPB,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,OPENSPEED,GE,GE,2305633 body flex m 0.7t  coil ,2305633,BODY FLEX M 0.7T ,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2636099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR,CR,KODAK,KODAK,pixelink 5h8014 touch screen lcd,PIXELINK 5H8014 ,PIXELINK 5H8014 TOUCH SCREEN LCD,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2889721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,POLYPHOS,POLYPHOS,,8164790 D3  8164790 D3,8164790 D3  8164790 D3,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,INTERA,PHILIPS,PHILIPS,452213156082 console,452213156082,452213156082 CONSOLE,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2457433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,8605081 D83,8032260 D86,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,#452210484912,#45221081936,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIP POLY,PHILIP POLY,,"452210474982, WDT13 452210805701 452210474902, WDT13","452210474982, WDT13 452210805701 452210474902, WDT13",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS MAGNETOM IMPACT,SIEMENS MAGNETOM IMPACT,,"9765272 97 65 272 9765272 BOARD, D40 E2","9765272 97 65 272 9765272 BOARD, D40 E2",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,3559775 STR0502583 WE HS27500-115 0509,3559775 STR0502583 WE HS27500-115 0509,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Amplifier,PROFILE III,GE,GE,an8290y analogic gradient amplifier,AN8290Y,ANALOGIC GRADIENT AMPLIFIER,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2421453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIP POLY,PHILIP POLY,,LB7 LB 7 POWER SUPPLY +- 15V AND 24V,LB7 LB 7 POWER SUPPLY +- 15V AND 24V,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,883373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammo Unit,,GE,GE,,2137893 B,45562521 H,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,78-8094-8860-0,176747 REV D,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PHILIPS,PHILIPS,,DISK BOX 989605002602,TABLE HEAD EXTENSION 4779141,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE ADVANTX,GE ADVANTX,,36005653 XDG-1,2100107 ARRAY PROCESSOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE PROSPEED,GE PROSPEED,,"P9183XU P9183XU P9183XU BOARD, GANTRY SWITCH DISPLAY","P9183XU P9183XU P9183XU BOARD, GANTRY SWITCH DISPLAY",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET/CT,DLS4,GE,GE,800-1299 800-1300 800-1398copley,800-1299 800-1300 800-1398COPLEY,800-1299 800-1300 800-1398COPLEY,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2813046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,LUA/46-188560  LUA/46-188560,LUA/46-188560  LUA/46-188560,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,174284 REV F 96-0018-04ADC,174284 REV F 96-0018-04ADC,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPECT/CT,SYMBIA T,SIEMENS,SIEMENS,8418779 8418761 pcon board,8418779 8418761 PCON,8418779 8418761 PCON,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2935966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET/CT,STE,GE,GE,5130810 1468085 Computer node ON GANTRY,5130810 1468085 ,COMPUTER NODE,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2946169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,ACOM,SIEMENS,SIEMENS,"1231757 PFC
",1231757,PFC,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1585785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,CT,GE,GE,p9111yy oc pnl cont assy,P9111YY OC PNL CONT ASSY,P9111YY OC PNL CONT ASSY,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1690536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,9485897 Rev 08,3791444X2179 D92 E1,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,684166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultrasound Accessories,,ULTRAMARK9,ULTRAMARK9,,MH MOTHER BOARD 2281034-2C,HEAD T/R BOARD 2252733-2D,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,"15V 2A POWER SUPPLY, KRII030M,  (2PCS)  15V 2A POWER SUPPLY, KRII030M,  (2PCS)","15V 2A POWER SUPPLY, KRII030M,  (2PCS)  15V 2A POWER SUPPLY, KRII030M,  (2PCS)",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,TOSHIBA,TOSHIBA,,REUXH1 (34T777581G01)  REUXH1 (34T777581G01),REUXH1 (34T777581G01)  REUXH1 (34T777581G01),,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,LCN,GE,GE,dlx ultrl5 seagate u8 st38410a hdd,ST38410A,DLX ULTRL5 SEAGATE,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2530234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
