Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,D2D Price,VTS Friend Price,Currency,Quantity,Buy Now Activate?,Buy Now Shipping,Ships Within (days),Make an Offer?,Auto-Accept Offers above,Auto-Reject Offers below,Weight,"Weight Units (1 = 'Lbs', 2= 'Kg')",Height,Width,Depth,Sale %,Bulk Shipping Eligible,Available as Parts?,In Stock,Item ID,Item ID Type (SKU/EAC/JAN/MPN/MMN),Your Item ID,Your Item ID 2,Alt. Address,Youtube URL,Video URL,Listing ID (Leave Blank to Add),Delete,Auto-Renew,Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19,Image 20,Image 21,Image 22,Image 23,Image 24,Image 25
CT Scanner,BIG BORE,PHILIPS,PHILIPS,453567135961 phatom kit,453567135961 ,PHATOM KIT,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2988627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,ARTIS,SIEMENS,SIEMENS,10092643 5569814 square collimator,10092643 5569814 ,SQUARE COLLIMATOR,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,4348331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE ADVANTX,GE ADVANTX,,2100107 447 007C   DX HILINE / GE DLX,2100107 447 007C   DX HILINE / GE DLX,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,,SIEMENS,SIEMENS,,7759819 D500,7759819 D500,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,TOSHIBA XPRESS,TOSHIBA XPRESS,,PX77-54400*C  (2PCS)  PX77-54400*C  (2PCS),PX77-54400*C  (2PCS)  PX77-54400*C  (2PCS),,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,INFX-8000C/DFP-8000A,TOSHIBA,TOSHIBA,mgcp-830ba 3-piece tso control,MGCP-830BA 3-PIECE TSO CONTROL,MGCP-830BA 3-PIECE TSO CONTROL,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2820951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET/CT,BIOGRAPH,SIEMENS,SIEMENS,7012-03 rev a in 10249295 acs3 10151217 dtx pn 90082,7012-03 REV A IN 10249295 ACS3 10151217 DTX PN 90082,7012-03 REV A IN 10249295 ACS3 10151217 DTX PN 90082,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3102319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,#452210812751,#452210484912,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,8786345 D7,8786444 D12,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,ANGIOSKOP A33,ANGIOSKOP A33,,6863153G069E-D36  6863153G069E-D36,6863153G069E-D36  6863153G069E-D36,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,9803 704 60101 BOTTON CONTROL,9896 000 02852-,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,,FISCHER,FISCHER,,53276G-2 REV00 H08-WX 53275-2 FISCER IMIGING OPRATOR INTERFACE 53276G-2,53276G-2 REV00 H08-WX 53275-2 FISCER IMIGING OPRATOR INTERFACE 53276G-2,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Lightspeed,GE,GE,2398151 2398152 Center Backplane,2398151 2398152,2398151 2398152 Center Backplane,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,4326939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,HITACHI,HITACHI,,SZ441-SD4 SZ411-SA4 TK720301,SZ441-SD4 SZ411-SA4 TK720301,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,TILT-C,TILT-C,,PN53210G REV 07 609-N/M PN53210G,PN53210G REV 07 609-N/M PN53210G,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammo Unit,,GE 800T,GE 800T,,2149388-3 REV0 POWER SUPPLY,2147558 REV7,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,174226 IQ/PQ JANUS PROCESSOR,174226 IQ/PQ JANUS PROCESSOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,#45221081925,#452210518743,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE TILT-C,GE TILT-C,,2137893B N00204 2137893B G/B INTERFACE,2137893B N00204 2137893B G/B INTERFACE,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1527101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE SYSTEM,GE SYSTEM,,171920-A REV:G S/N 7783 171920-A,171920-A REV:G S/N 7783 171920-A,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,CT,PICKER,PICKER,nemic lambda rp0750-4ah-n rp07504ahn  power supply ,RP0750-4AH-N,POWER SUPPLY,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1705183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET/CT,DLS4,GE,GE,hpf4a4a8m4 power one,HPF4A4A8M4 POWER ONE,HPF4A4A8M4 POWER ONE,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2813052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-Arm,PULSERA,PHILIPS,PHILIPS,d.f.i. ii 989601030883,989601030883,D.F.I. II,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,5106600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,AIRIS II,HITACHI,HITACHI,tcont3 pcb pr1139403,PR1139403,TCONT3 PCB PR1139403,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2681181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,MX8000 EXP,PHILIPS,PHILIPS,r2d board assy 312806 178954,178954 ,178954 ,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2121042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,ARTIS,SIEMENS,SIEMENS,5986349 BD,5986349 BD,5986349 BD,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2681228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,RESONEX,RESONEX,,399190 88102,399190 88102,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SCHIMADZU ANGIO,SCHIMADZU ANGIO,,501-71674 ANALOG I/F-2 501-7165,501-71674 ANALOG I/F-2 501-7165,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,SYMPHONY,SIEMENS,SIEMENS,SPEAKER 4763327,4763327,SPEAKER,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1703242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,ANALOGIC,ANALOGIC,,MIB 3M ASSY 78-8094-5102-0 78-8094-5103-8 REV A  L1901,MIB 3M ASSY 78-8094-5102-0 78-8094-5103-8 REV A  L1901,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,2156647 557     AMP-FP-11 BOARD,2156647 557     AMP-FP-11 BOARD,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"8720310 87 20 310 K5001 BOARD, ESMD CONTROLLER, D68","8720310 87 20 310 K5001 BOARD, ESMD CONTROLLER, D68",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,EMOTION 6,SIEMENS,SIEMENS,3815334 D553,3815334 D553,3815334 D553,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3213524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Lightspeed RT,GE,GE,293605 2342726-2 Absolute Encoder,293605 2342726-2 Absolute Encoder,293605 2342726-2 Absolute Encoder,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3677421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,LUA/46-188466  LUA/46-188466,LUA/46-188466  LUA/46-188466,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PHILIPS,PHILIPS,,452210775102 2018510 452210327962,452210775102 2018510 452210327962,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,LUA/46-184760  LUA/46-184760,LUA/46-184760  LUA/46-184760,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,EMOTION,SIEMENS,SIEMENS,5659409 power box,5659409,POWER BOX,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,n,,,,,,,,2134592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS POLYPHOS 50,SIEMENS POLYPHOS 50,,"8153736 81 53 736 8153736 BOARD, D517","8153736 81 53 736 8153736 BOARD, D517",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,SIEMENS plus 26,SIEMENS PLUS 27,SIEMENS PLUS 27,,1183172 d16  1183172 d16,1183172 d16  1183172 d16,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,XRd D8000,GE,GE,2374870 jedi 80rd it,2374870 JEDI 80RD IT,2374870 JEDI 80RD IT,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3661599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,AQUILION,TOSHIBA,TOSHIBA,0750073 275 vac teal suppression mudule type 32,0750073,275 VAC TEAL SUPPRESSION MUDULE TYPE 32,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3682869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,"9896 010 02784 APRIL 2006 17""MONITOR",9896 000 68372 JOYSTICK,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,Angiolab,POLYSTAR,POLYSTAR,Image Intensifier 3828832,3828832,Image Intensifier 3828832,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,883888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,171836 171831 INVERTER 403869-201,171835 403881-001,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE DLX 3,GE DLX 3,,AS58AA5618  AS58AA5618,AS58AA5618  AS58AA5618,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS PLUS 29,SIEMENS PLUS 29,,8187742 X1605,8187742 X1605,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,174362 OR 171780 OR 174280 OR 176654 OR 176130 GPUC  174362 OR 174280 OR 176654 OR 176130 GPUC,174362 OR 171780 OR 174280 OR 176654 OR 176130 GPUC  174362 OR 174280 OR 176654 OR 176130 GPUC,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,CT,GE,GE,"p9133wa, gantry mic amp","P9133WA, GANTRY MIC AMP","P9133WA, GANTRY MIC AMP",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1690540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS INTERGRIS TRA,PHILIPS INTERGRIS TRA,,451220803961  451220803961,451220803961  451220803961,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,2117848 STC TO GNTRY FO CABLE,46-296300g3 COLLIMATOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS SOMATOM PLUS 4,SIEMENS SOMATOM PLUS 4,,"1807903 18 07 903 1807903 BOARD, D94; E562","1807903 18 07 903 1807903 BOARD, D94; E562",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,"FLOPY DISK, JA-751","FLOPY DISK, JA-751",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,681952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,1608509 GANTRY TOUCH PANEL  2,1608509 GANTRY TOUCH PANEL  2,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1528040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,2237457-16 LC or Innova Smart Console made in 2007,CT Console On/Off Switch,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS POLYPHOS 50,SIEMENS POLYPHOS 50,,"8690331 86 90 331 8690331 BOARD, D512","8690331 86 90 331 8690331 BOARD, D512",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,PROFILE III,GE,GE,2145545 body flex ii midium,2145545,BODY FLEX II MIDIUM,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2421417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,PLUS 4 TABLE MOTOR 88851-01942,MOTOR AND TRIGGER 6519891,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,ANGIOSTAR,ANGIOSTAR,,7395973 D1  7395973 D1,7395973 D1  7395973 D1,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,451210415502 LABELS ASSY. APT/APR GERMAN,451211403071 FRIMWARE STANDARD TUBES R7,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,POLYTRON BOX 1,POLYTRON BOX 1,,2799620,2799620,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,883761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,174944 REV B S/N0884 174944 REV B 88646,174944 REV B S/N0884 174944 REV B 88646,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,P150E-12  P150E-12,P150E-12  P150E-12,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,ARTIS,SIEMENS,SIEMENS,7263759 dr rtc basic hw,7263759,7263759 DR RTC BASIC HW,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,4348320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"820-826225, 625-011524, TERMINAL PROCESSOR CONTROLLER  820-826225, 625-011524, TERMINAL PROCESSOR CONTROLLER","820-826225, 625-011524, TERMINAL PROCESSOR CONTROLLER  820-826225, 625-011524, TERMINAL PROCESSOR CONTROLLER",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS PLUS 19,SIEMENS PLUS 19,,8869398 D33,8869398 D33,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"1601447 16 01 447 X2043 BOARD, D51 E1","1601447 16 01 447 X2043 BOARD, D51 E1",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,TOSHIBA,TOSHIBA,,RXIOC3 (34T777116G02)  2XIOC3 (34T777116G02),RXIOC3 (34T777116G02)  2XIOC3 (34T777116G02),,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,7441520 d31,7441520 d31,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,F8.5146.2250.4,2200068-A,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Lightspeed,GE,GE,5340738 new fan and harness ,5340738,FAN AND HARNESS ,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,4613138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,LUA/46-174420  LUA/46-174420,LUA/46-174420  LUA/46-174420,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,T9811-1-235 Rev A,1104863X1071 D6 E2,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,684143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET Camera / Scanner,,SIEMENS ECAT,SIEMENS ECAT,,FLOPPY DRIVE MPF920-E,,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,D361,20BM090MBTU0 BLSUPER SERVO MOTOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-Arm,oec9600,OEC,OEC,00-884370-01 image intensifier,00-884370-01,00-884370-01 IMAGE INTENSIFIER,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,5105860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,VEXTA,VEXTA,,PH268-23   2 PHASE STEPPING MOTOR,PH268-23   2 PHASE STEPPING MOTOR,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,PB1081302 ZD2003-S11 ZD2003-S211,PB1081302 ZD2003-S11 ZD2003-S211,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,P9154YG  P9154YG,P9154YG  P9154YG,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,1-M2654SA,176746,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,TOSHIBA,TOSHIBA,,DETECTOR CDDA-003A,DETECTOR CDDA-003A,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,883840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"C79040-A6421-0054-01-86, C79411-A3-L56  C79040-A642, C79411-A3-L56","C79040-A6421-0054-01-86, C79411-A3-L56  C79040-A642, C79411-A3-L56",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,78-8077-4135-6,176746 REV E,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET/CT,STE,GE,GE,hr bgo detector module 5131624,5131624 ,DETECTOR MODULE,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2803507,,,,,,,,,,,,,,,,,,,,,,,https://images.dotmed.com/images/listingpics2/2/8/0/3/2803507.jpg,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS SOMATOM PLUS,SIEMENS SOMATOM PLUS,,"8691602 86 91 602 8691602 BOARD, D350p","8691602 86 91 602 8691602 BOARD, D350p",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
